net,length_um
_0642_,7.385
_0797_,7.385
_0996_,7.385
_1483_,7.38
_1597_,7.38
_1785_,7.38
_2125_,7.38
net992,7.38
net502,7.36
_0864_,7.34
_1516_,7.34
_1621_,7.34
_2402_,7.34
_2953_,7.34
_0473_,7.32
_2185_,7.32
_2548_,7.32
_4261_,7.32
net464,7.32
_0734_,7.305
_1826_,7.305
_2414_,7.3
_0307_,7.285
_0590_,7.285
_0620_,7.285
_0920_,7.285
net347,7.28
net602,7.28
_0460_,7.265
_0994_,7.265
_0208_,7.245
_1633_,7.24
_1945_,7.24
_1517_,7.22
_2495_,7.22
_2780_,7.22
_3316_,7.22
_3443_,7.22
net829,7.22
_2082_,7.2
_3789_,7.2
_1151_,7.18
_1478_,7.18
_1577_,7.18
_1591_,7.18
_2366_,7.18
_2714_,7.18
_3335_,7.18
_3409_,7.18
_3428_,7.18
_4012_,7.18
_4105_,7.18
net173,7.18
net413,7.18
net546,7.18
_0054_,7.165
_0769_,7.165
_0690_,7.145
_0777_,7.145
_1106_,7.14
_1295_,7.14
_2023_,7.14
_2619_,7.14
_3040_,7.14
_3290_,7.14
_3370_,7.14
_3384_,7.14
_3931_,7.14
_4178_,7.14
_3319_,7.12
_4109_,7.12
_0351_,7.105
_0637_,7.105
_0732_,7.105
_1336_,7.1
_1814_,7.1
_3129_,7.1
_3222_,7.1
_3293_,7.1
_3570_,7.1
_3597_,7.1
_4198_,7.1
net130,7.1
net131,7.1
net330,7.1
net372,7.1
net397,7.1
net520,7.1
net787,7.1
WD3[8],7.07
_1445_,7.06
_1452_,7.06
_2143_,7.06
_2149_,7.06
_2188_,7.06
_2702_,7.06
_3074_,7.06
_3084_,7.06
_4153_,7.06
_4162_,7.06
net195,7.06
net504,7.06
net577,7.06
net1107,7.06
_3581_,7.04
_3723_,7.04
_4043_,7.04
_4095_,7.04
_0542_,7.02
_1394_,7.005
_0631_,7
_0919_,7
_1386_,7
net152,7
net565,7
net909,7
_0984_,6.985
_1531_,6.98
_2132_,6.98
_2508_,6.98
_3057_,6.98
_3106_,6.98
_3149_,6.98
_3661_,6.98
net859,6.98
_1466_,6.96
_2913_,6.96
_3863_,6.96
net536,6.96
net892,6.96
net907,6.96
net923,6.96
net960,6.96
net1120,6.96
_1840_,6.94
net981,6.94
_0015_,6.935
_2155_,6.935
_0090_,6.925
_0638_,6.925
_1912_,6.92
_2115_,6.92
net434,6.92
net471,6.92
net1127,6.92
_1045_,6.9
net125,6.9
net726,6.9
_1783_,6.88
net856,6.88
_2984_,6.86
net400,6.86
_0641_,6.845
_0910_,6.845
_2325_,6.84
net181,6.84
net256,6.84
net333,6.84
_0025_,6.825
_0116_,6.825
_0142_,6.825
_0163_,6.825
_0255_,6.825
_0581_,6.825
_0661_,6.825
_0935_,6.825
_0177_,6.81
_0738_,6.785
_1807_,6.78
net736,6.78
_1598_,6.76
_3310_,6.76
_3341_,6.76
_3831_,6.76
_3966_,6.76
_4070_,6.76
_4231_,6.76
_1664_,6.74
_0883_,6.735
_1179_,6.72
_1241_,6.72
_1536_,6.72
_2561_,6.72
_2636_,6.72
_3012_,6.72
_3186_,6.72
_3294_,6.72
_3413_,6.72
_3712_,6.72
_4042_,6.72
_4051_,6.72
_4176_,6.72
_4209_,6.72
_4251_,6.72
regfile.registers\[21\]\[27\],6.72
net102,6.72
net864,6.72
net1048,6.72
net1074,6.72
net1097,6.72
net1108,6.72
net1122,6.72
_0413_,6.705
_0691_,6.705
_0034_,6.685
_0168_,6.685
_0395_,6.685
_0666_,6.685
_0803_,6.685
_0893_,6.685
_1011_,6.685
_1537_,6.685
_1653_,6.66
_3254_,6.66
_3414_,6.66
_3451_,6.66
_3673_,6.66
_3975_,6.66
_0561_,6.64
_1074_,6.64
_3034_,6.64
_3187_,6.64
_3249_,6.64
_3273_,6.64
_3348_,6.64
_3358_,6.64
_3545_,6.64
_3558_,6.64
_3582_,6.64
_3672_,6.64
_3745_,6.64
_3885_,6.64
_3886_,6.64
_3889_,6.64
_3970_,6.64
_3987_,6.64
_4004_,6.64
_4245_,6.64
_4265_,6.64
net331,6.64
net508,6.64
net718,6.64
net753,6.64
net1135,6.64
_0861_,6.635
_0357_,6.625
_0632_,6.625
_1158_,6.6
_1740_,6.6
_2073_,6.6
_2452_,6.6
_2826_,6.6
_2873_,6.6
_3038_,6.6
_3100_,6.6
_3136_,6.6
_3305_,6.6
_3315_,6.6
_3334_,6.6
_3410_,6.6
_3453_,6.6
_3456_,6.6
_3543_,6.6
_3658_,6.6
_3713_,6.6
_3720_,6.6
_3733_,6.6
_3737_,6.6
_3785_,6.6
_3995_,6.6
_4091_,6.6
_4128_,6.6
net225,6.6
net354,6.6
net355,6.6
net597,6.6
net691,6.6
net721,6.6
net936,6.6
net1059,6.6
net1090,6.6
_3148_,6.58
_3469_,6.58
_3605_,6.58
_3978_,6.58
_0515_,6.56
_0767_,6.56
_0320_,6.54
_2021_,6.54
_2086_,6.54
net126,6.54
net200,6.54
net427,6.54
net452,6.54
net573,6.54
net769,6.54
net910,6.54
_0043_,6.525
_0381_,6.525
_0480_,6.525
_1009_,6.525
_1903_,6.52
_2681_,6.52
_2929_,6.52
_3792_,6.52
net277,6.52
net704,6.52
_0926_,6.5
_2226_,6.5
_2231_,6.5
_2577_,6.5
net159,6.5
net328,6.5
net436,6.5
net641,6.5
net707,6.5
net1022,6.5
_2035_,6.48
_0041_,6.465
_2002_,6.46
_2018_,6.46
net429,6.46
net679,6.46
_0011_,6.445
_0576_,6.445
_1177_,6.44
_2217_,6.44
net491,6.44
net656,6.44
ALUResult[0],6.43
WD3[18],6.43
_0757_,6.425
_0380_,6.42
_0808_,6.42
_2842_,6.42
net863,6.42
_1459_,6.41
_2623_,6.4
_2996_,6.4
_0060_,6.395
_0141_,6.365
_0373_,6.365
_0485_,6.365
_0495_,6.365
_0660_,6.365
_0755_,6.365
_0814_,6.365
_0856_,6.365
_0876_,6.365
_0923_,6.365
_1017_,6.365
_1908_,6.32
_2709_,6.32
net1101,6.32
_0552_,6.305
_1393_,6.3
_1401_,6.3
_1906_,6.3
_1999_,6.3
_2120_,6.3
_3235_,6.3
_3331_,6.3
_3352_,6.3
_3475_,6.3
_3555_,6.3
_3571_,6.3
_3653_,6.3
_3746_,6.3
_3832_,6.3
_3841_,6.3
_3865_,6.3
_3878_,6.3
_3936_,6.3
_4058_,6.3
_4221_,6.3
_4246_,6.3
net729,6.3
net982,6.3
net1030,6.3
net1054,6.3
net1067,6.3
_0538_,6.285
_0703_,6.285
_1247_,6.26
_2162_,6.26
_2249_,6.26
_2395_,6.26
_3108_,6.26
_3138_,6.26
_3379_,6.26
_3399_,6.26
_3406_,6.26
_3433_,6.26
_3493_,6.26
_3634_,6.26
_3851_,6.26
_3856_,6.26
_3874_,6.26
_3877_,6.26
_4074_,6.26
_4147_,6.26
_4195_,6.26
net951,6.26
_2787_,6.24
_0120_,6.225
_0262_,6.225
_0438_,6.225
_0583_,6.225
_0698_,6.225
_0922_,6.225
_0951_,6.225
_1010_,6.225
net231,6.22
_2846_,6.2
_3055_,6.2
_3669_,6.2
_3697_,6.2
_3705_,6.2
_4080_,6.2
_4152_,6.2
_4243_,6.2
_0392_,6.185
_2365_,6.18
_2921_,6.18
_2958_,6.18
_3008_,6.18
_3252_,6.18
_3470_,6.18
_3563_,6.18
_3688_,6.18
_3770_,6.18
_3976_,6.18
_3986_,6.18
_4116_,6.18
net182,6.18
net248,6.18
net461,6.18
net581,6.18
net585,6.18
net789,6.18
net793,6.18
_0689_,6.165
_0746_,6.165
net513,6.16
_1101_,6.14
_1303_,6.14
_1954_,6.14
_2370_,6.14
_2453_,6.14
_3123_,6.14
_3163_,6.14
_3198_,6.14
_3246_,6.14
_3280_,6.14
_3368_,6.14
_3371_,6.14
_3400_,6.14
_3522_,6.14
_3611_,6.14
_3636_,6.14
_3642_,6.14
_3687_,6.14
_3923_,6.14
_3968_,6.14
_3999_,6.14
_4094_,6.14
_4145_,6.14
net380,6.14
net587,6.14
net611,6.14
net635,6.14
net673,6.14
net763,6.14
net819,6.14
net860,6.14
net975,6.14
net1028,6.14
net1131,6.14
_3201_,6.12
_0546_,6.105
_0084_,6.1
_0239_,6.095
A3[0],6.09
ALUOp[0],6.09
_0378_,6.08
_0650_,6.08
_1376_,6.08
net119,6.08
net613,6.08
net775,6.08
net782,6.08
net807,6.08
net884,6.08
_2034_,6.06
_2261_,6.06
_2517_,6.06
_3425_,6.06
_3681_,6.06
regfile.registers\[5\]\[15\],6.06
net196,6.06
_0588_,6.04
_1395_,6.04
_1938_,6.04
_2091_,6.04
net498,6.04
net505,6.04
net808,6.04
net838,6.04
net862,6.04
net886,6.04
net129,6.02
net147,6.02
net1102,6.02
_0008_,6.005
_0045_,6.005
_0399_,6.005
_0592_,6.005
_0602_,6.005
_1209_,5.98
_1648_,5.98
net228,5.98
net685,5.98
A1[1],5.97
WD3[0],5.97
WD3[26],5.97
WD3[2],5.97
_0068_,5.965
_0179_,5.965
_0229_,5.965
_0429_,5.965
_0645_,5.965
_0813_,5.96
_1242_,5.96
_2943_,5.96
net830,5.96
net947,5.96
_1289_,5.94
net183,5.94
net290,5.94
_0596_,5.935
_1460_,5.92
_2412_,5.92
_2660_,5.92
_0009_,5.895
_0281_,5.895
_0330_,5.895
_1746_,5.86
_2882_,5.86
net393,5.86
net700,5.86
_1227_,5.84
_1612_,5.84
_1623_,5.84
_1921_,5.84
_2064_,5.84
_2288_,5.84
_2732_,5.84
_2810_,5.84
_2825_,5.84
_3117_,5.84
_3337_,5.84
_3342_,5.84
_3430_,5.84
_3562_,5.84
_3694_,5.84
_3696_,5.84
_3813_,5.84
_3868_,5.84
_3900_,5.84
_3905_,5.84
_3911_,5.84
_3921_,5.84
_3935_,5.84
_3984_,5.84
_4163_,5.84
net652,5.84
net1015,5.84
net1034,5.84
net1119,5.84
_2275_,5.83
_0578_,5.825
_2989_,5.82
net964,5.82
_0003_,5.805
_1585_,5.8
_1763_,5.8
_1776_,5.8
_1929_,5.8
_2349_,5.8
_2800_,5.8
_3068_,5.8
_3202_,5.8
_3593_,5.8
_3615_,5.8
_3616_,5.8
_3721_,5.8
_3757_,5.8
_3793_,5.8
_3994_,5.8
_4184_,5.8
_4192_,5.8
_4250_,5.8
net108,5.8
net547,5.8
net592,5.8
net599,5.8
net873,5.8
net893,5.8
net957,5.8
net968,5.8
net1032,5.8
_0156_,5.765
_0353_,5.765
_0385_,5.765
_0484_,5.765
_0659_,5.765
_0710_,5.765
_0844_,5.765
_0914_,5.765
ALUResult[21],5.75
ALUResult[4],5.75
ALUResult[5],5.75
ALUResult[9],5.75
_3175_,5.74
_3221_,5.74
_3227_,5.74
_3329_,5.74
_3440_,5.74
_3625_,5.74
_3640_,5.74
_3671_,5.74
_3716_,5.74
_4001_,5.74
_4157_,5.74
_0457_,5.725
_0616_,5.725
_0863_,5.725
_0869_,5.725
_1631_,5.72
_1762_,5.72
_1950_,5.72
_2225_,5.72
_3042_,5.72
_3082_,5.72
_3173_,5.72
_3208_,5.72
_3568_,5.72
_3594_,5.72
_3717_,5.72
_3766_,5.72
_3823_,5.72
_3840_,5.72
_3875_,5.72
_3930_,5.72
_3969_,5.72
_3980_,5.72
_4029_,5.72
_4154_,5.72
_4202_,5.72
net138,5.72
net676,5.72
_0069_,5.705
_0678_,5.705
_0921_,5.705
_1023_,5.705
_0569_,5.7
_1780_,5.7
_2401_,5.7
_1081_,5.68
_1323_,5.68
_1472_,5.68
_1816_,5.68
_2187_,5.68
_2265_,5.68
_2451_,5.68
_2888_,5.68
_3032_,5.68
_3094_,5.68
_3224_,5.68
_3429_,5.68
_3442_,5.68
_3530_,5.68
_3706_,5.68
_3801_,5.68
_3854_,5.68
_3862_,5.68
_3876_,5.68
_3908_,5.68
_3914_,5.68
_3918_,5.68
_4007_,5.68
_4033_,5.68
_4039_,5.68
_4100_,5.68
_4103_,5.68
_4120_,5.68
_4257_,5.68
net214,5.68
net288,5.68
net318,5.68
net334,5.68
net558,5.68
net594,5.68
net1134,5.68
_0409_,5.645
_1051_,5.645
_1523_,5.63
_2968_,5.62
net123,5.62
net298,5.62
net340,5.62
net351,5.62
net353,5.62
net483,5.62
net500,5.62
net522,5.62
net557,5.62
net619,5.62
net803,5.62
_1863_,5.6
net384,5.6
net596,5.6
_0329_,5.595
_0563_,5.58
_1233_,5.58
_1265_,5.58
_1603_,5.58
_1682_,5.58
_1955_,5.58
_2302_,5.58
_2407_,5.58
_2894_,5.58
_3018_,5.58
net185,5.58
net187,5.58
net403,5.58
net462,5.58
net477,5.58
net490,5.58
net590,5.58
net849,5.58
net974,5.58
net105,5.56
net320,5.56
net614,5.56
_0304_,5.545
_0492_,5.545
_0400_,5.525
_1615_,5.52
_2723_,5.52
_2982_,5.52
net83,5.52
net326,5.52
_0191_,5.505
_0029_,5.5
_1944_,5.5
_2764_,5.5
net401,5.5
net454,5.5
_0431_,5.48
_1453_,5.48
_1725_,5.48
_2242_,5.48
_2480_,5.48
net154,5.48
net678,5.48
_0428_,5.465
net733,5.46
_0091_,5.445
_0314_,5.435
_0327_,5.435
_0451_,5.435
_0468_,5.435
_0621_,5.435
_0097_,5.425
ALUResult[13],5.41
ALUResult[14],5.41
ALUResult[19],5.41
WD3[30],5.41
WD3[31],5.41
WE3,5.41
_0121_,5.4
_2360_,5.4
_2526_,5.4
_2833_,5.4
_1365_,5.38
_1662_,5.38
_3295_,5.38
_3324_,5.38
_3477_,5.38
_3481_,5.38
_3524_,5.38
_3551_,5.38
_3573_,5.38
_3660_,5.38
_3728_,5.38
_3730_,5.38
_3838_,5.38
_3957_,5.38
_3983_,5.38
_4057_,5.38
_4256_,5.38
net411,5.38
net517,5.38
net745,5.38
net976,5.38
_0406_,5.36
_3842_,5.36
net871,5.36
net416,5.35
_1076_,5.34
_1196_,5.34
_1604_,5.34
_1966_,5.34
_2013_,5.34
_2232_,5.34
_2505_,5.34
_3096_,5.34
_3098_,5.34
_3179_,5.34
_3292_,5.34
_3367_,5.34
_3389_,5.34
_3408_,5.34
_3418_,5.34
_3424_,5.34
_3476_,5.34
_3569_,5.34
_3601_,5.34
_3606_,5.34
_3628_,5.34
_3683_,5.34
_3685_,5.34
_3719_,5.34
_3744_,5.34
_3809_,5.34
_3814_,5.34
_3860_,5.34
_3872_,5.34
_4006_,5.34
_4026_,5.34
_4056_,5.34
_4069_,5.34
_4113_,5.34
_4170_,5.34
_4217_,5.34
_4264_,5.34
net527,5.34
net633,5.34
net688,5.34
net882,5.34
net901,5.34
net991,5.34
net1001,5.34
net1046,5.34
net1099,5.34
net1112,5.34
_0855_,5.315
_0282_,5.305
_0312_,5.305
_0423_,5.305
_0449_,5.305
_0788_,5.305
_0848_,5.305
A1[0],5.29
A2[4],5.29
A3[4],5.29
WD3[14],5.29
_2700_,5.28
_3304_,5.28
_3650_,5.28
_3659_,5.28
_3780_,5.28
_4210_,5.28
_0044_,5.265
_0529_,5.265
_0630_,5.265
_2224_,5.26
_2380_,5.26
_2813_,5.26
_2938_,5.26
_3127_,5.26
_3195_,5.26
_3233_,5.26
_3328_,5.26
_3438_,5.26
_3749_,5.26
_3751_,5.26
_3827_,5.26
_4059_,5.26
_4166_,5.26
_4226_,5.26
net166,5.26
net268,5.26
net296,5.26
net474,5.26
net479,5.26
net529,5.26
net725,5.26
net919,5.26
net931,5.26
net977,5.26
_0603_,5.24
_1118_,5.22
_1292_,5.22
_3104_,5.22
_3157_,5.22
_3214_,5.22
_3232_,5.22
_3263_,5.22
_3275_,5.22
_3282_,5.22
_3297_,5.22
_3301_,5.22
_3318_,5.22
_3336_,5.22
_3445_,5.22
_3535_,5.22
_3689_,5.22
_3702_,5.22
_3703_,5.22
_3739_,5.22
_3742_,5.22
_3887_,5.22
_3967_,5.22
_3996_,5.22
_4010_,5.22
_4041_,5.22
_4077_,5.22
_4121_,5.22
_4126_,5.22
_4129_,5.22
_4212_,5.22
_4222_,5.22
_4223_,5.22
_4239_,5.22
net382,5.22
net831,5.22
net876,5.22
net1014,5.22
_0335_,5.215
_2767_,5.19
_0075_,5.185
_0903_,5.185
_0184_,5.16
_0193_,5.16
_0487_,5.16
_1012_,5.16
_2234_,5.16
net103,5.16
net149,5.16
net186,5.16
net257,5.16
net408,5.16
net425,5.16
net432,5.16
net444,5.16
net622,5.16
net781,5.16
net792,5.16
net841,5.16
net1045,5.16
net1092,5.16
_0285_,5.14
_1092_,5.14
_2047_,5.14
_2399_,5.14
net430,5.14
net771,5.14
_1441_,5.135
_1141_,5.12
_1398_,5.12
net193,5.12
net418,5.12
net423,5.12
net442,5.12
net501,5.12
net543,5.12
net550,5.12
net670,5.12
net693,5.12
net735,5.12
net783,5.12
net802,5.12
net861,5.12
net902,5.12
net926,5.12
net944,5.12
net1010,5.12
_1489_,5.11
_2182_,5.11
_1197_,5.1
net589,5.1
_0417_,5.095
_0454_,5.095
_0622_,5.095
_0088_,5.085
_0263_,5.085
_0299_,5.085
_0748_,5.085
ALUResult[16],5.07
ALUResult[20],5.07
ALUResult[2],5.07
ALUResult[3],5.07
ALUResult[6],5.07
ALUResult[8],5.07
_0617_,5.065
_2152_,5.06
net651,5.06
_0224_,5.045
_0719_,5.045
_0924_,5.045
_2266_,5.04
_2820_,5.04
net293,5.04
net657,5.04
net746,5.04
net915,5.04
net1056,5.04
_0700_,5.02
_1791_,5.02
_2248_,5.02
_2618_,5.02
_2832_,5.02
_0040_,4.975
_0164_,4.975
_0270_,4.975
A3[3],4.95
WD3[16],4.95
WD3[19],4.95
_0674_,4.945
_1599_,4.94
_2682_,4.94
net321,4.94
_1155_,4.92
_1450_,4.92
_1527_,4.92
_1885_,4.92
_2014_,4.92
_2063_,4.92
_2101_,4.92
_2646_,4.92
_2831_,4.92
_3026_,4.92
_3110_,4.92
_3223_,4.92
_3255_,4.92
_3276_,4.92
_3402_,4.92
_3526_,4.92
_3600_,4.92
_3670_,4.92
_3871_,4.92
_3913_,4.92
_3991_,4.92
net297,4.92
net473,4.92
net798,4.92
net811,4.92
net885,4.92
net1088,4.92
net1106,4.92
_2874_,4.905
_2139_,4.9
_2610_,4.9
_3172_,4.9
_3888_,4.9
net208,4.9
net998,4.9
_0062_,4.885
_0884_,4.885
_1506_,4.88
_1827_,4.88
_1915_,4.88
_2001_,4.88
_2028_,4.88
_2170_,4.88
_2199_,4.88
_2205_,4.88
_2492_,4.88
_2542_,4.88
_2545_,4.88
_2755_,4.88
_3076_,4.88
_3220_,4.88
_3377_,4.88
_3378_,4.88
_3417_,4.88
_3537_,4.88
_3560_,4.88
_3599_,4.88
_3612_,4.88
_3618_,4.88
_3629_,4.88
_3639_,4.88
_3743_,4.88
_3836_,4.88
_3940_,4.88
_3965_,4.88
_3990_,4.88
_3992_,4.88
_4044_,4.88
_4102_,4.88
_4104_,4.88
_4142_,4.88
_4158_,4.88
_4189_,4.88
_4237_,4.88
net211,4.88
net567,4.88
net1093,4.88
_0575_,4.865
_0227_,4.845
_0278_,4.845
_0354_,4.845
_0585_,4.845
_0761_,4.845
_0762_,4.845
_0789_,4.845
_0960_,4.845
_0952_,4.82
_1409_,4.82
_3644_,4.82
_3707_,4.82
_3846_,4.82
_3883_,4.82
_3890_,4.82
_3942_,4.82
_4107_,4.82
_4172_,4.82
_1099_,4.8
_1163_,4.8
_1643_,4.8
_1714_,4.8
_1796_,4.8
_2112_,4.8
_2245_,4.8
_2306_,4.8
_2644_,4.8
_2886_,4.8
_3158_,4.8
_3237_,4.8
_3346_,4.8
_3353_,4.8
_3363_,4.8
_3614_,4.8
_3787_,4.8
_3822_,4.8
_3833_,4.8
_4032_,4.8
_4182_,4.8
net104,4.8
net122,4.8
net270,4.8
net305,4.8
net317,4.8
net370,4.8
net412,4.8
net535,4.8
net609,4.8
net610,4.8
net730,4.8
net742,4.8
net945,4.8
_0672_,4.795
_2657_,4.78
_0502_,4.775
_2092_,4.775
_2770_,4.76
_3131_,4.76
_3140_,4.76
_3213_,4.76
_3259_,4.76
_3395_,4.76
_3539_,4.76
_3574_,4.76
_3617_,4.76
_3622_,4.76
_3646_,4.76
_3684_,4.76
_3709_,4.76
_3815_,4.76
_3821_,4.76
_3845_,4.76
_3912_,4.76
_4081_,4.76
_4106_,4.76
_4174_,4.76
net207,4.76
net234,4.76
net313,4.76
net493,4.76
net857,4.76
ALUOp[1],4.73
ALUResult[12],4.73
ALUResult[1],4.73
WD3[7],4.73
WD3[9],4.73
_0887_,4.72
_0541_,4.7
_0658_,4.7
_0742_,4.7
_1019_,4.7
_2129_,4.7
net134,4.7
net199,4.7
net229,4.7
net245,4.7
net339,4.7
net381,4.7
net405,4.7
net913,4.7
net996,4.7
_1576_,4.69
_1404_,4.68
_3667_,4.68
net972,4.68
_1068_,4.66
_1355_,4.66
_1652_,4.66
_1742_,4.66
_1866_,4.66
_2198_,4.66
_2980_,4.66
net176,4.66
net192,4.66
net202,4.66
net218,4.66
net222,4.66
net247,4.66
net294,4.66
net361,4.66
net446,4.66
net510,4.66
net620,4.66
net695,4.66
net790,4.66
net800,4.66
net813,4.66
net839,4.66
net850,4.66
net930,4.66
net1115,4.66
_0489_,4.635
_0760_,4.635
_0363_,4.625
_0465_,4.625
_0510_,4.625
_0852_,4.625
_0957_,4.625
_0967_,4.625
_0986_,4.625
WD3[17],4.61
WD3[22],4.61
WD3[28],4.61
_2967_,4.6
net834,4.6
net883,4.6
net1121,4.6
_0421_,4.585
_0560_,4.585
_1003_,4.585
_0853_,4.58
_1831_,4.58
_2243_,4.58
net191,4.58
net373,4.58
net466,4.58
net851,4.58
net942,4.58
_0479_,4.56
net680,4.56
net1126,4.56
_2228_,4.54
_0012_,4.525
_0236_,4.525
_0169_,4.505
_3416_,4.5
_1232_,4.48
_2318_,4.48
_2683_,4.48
net450,4.48
net755,4.48
_1617_,4.46
_1853_,4.46
_1934_,4.46
_1994_,4.46
_2772_,4.46
_3086_,4.46
_3125_,4.46
_3150_,4.46
_3385_,4.46
_3439_,4.46
_3549_,4.46
_3608_,4.46
_3825_,4.46
_4049_,4.46
_4139_,4.46
_4193_,4.46
_4228_,4.46
net215,4.46
net624,4.46
net643,4.46
net846,4.46
net867,4.46
net932,4.46
_2433_,4.44
_3405_,4.44
net360,4.44
_0607_,4.435
_0669_,4.435
_0782_,4.435
_0874_,4.435
_0520_,4.425
_0792_,4.425
_1234_,4.42
_1420_,4.42
_1632_,4.42
_1833_,4.42
_2269_,4.42
_2630_,4.42
_3112_,4.42
_3167_,4.42
_3171_,4.42
_3176_,4.42
_3330_,4.42
_3333_,4.42
_3355_,4.42
_3360_,4.42
_3474_,4.42
_3804_,4.42
_3824_,4.42
_3870_,4.42
_3932_,4.42
_3993_,4.42
_3998_,4.42
_4048_,4.42
_4050_,4.42
_4090_,4.42
_4143_,4.42
_4242_,4.42
net840,4.42
ALUResult[10],4.39
ALUResult[17],4.39
ALUResult[7],4.39
_0194_,4.385
_0276_,4.385
_0366_,4.385
_0412_,4.385
_0420_,4.385
_0464_,4.385
_0890_,4.385
_4082_,4.38
_2742_,4.375
_0671_,4.36
_1801_,4.36
_3281_,4.36
_3291_,4.36
_4021_,4.36
net112,4.36
_0446_,4.34
_1339_,4.34
_2176_,4.34
_2648_,4.34
_2959_,4.34
_2991_,4.34
_3014_,4.34
_3024_,4.34
_3144_,4.34
_3260_,4.34
_3422_,4.34
_3604_,4.34
_3679_,4.34
_3701_,4.34
_3777_,4.34
_4014_,4.34
_4062_,4.34
_4138_,4.34
net128,4.34
net162,4.34
net179,4.34
net250,4.34
net274,4.34
net275,4.34
net310,4.34
net327,4.34
net337,4.34
net363,4.34
net564,4.34
net595,4.34
net612,4.34
net632,4.34
net738,4.34
_0835_,4.335
_2338_,4.32
_0528_,4.315
_0189_,4.295
_0673_,4.295
_0825_,4.295
_0173_,4.265
_0253_,4.265
_0333_,4.265
_0390_,4.265
_0627_,4.265
_0676_,4.265
_0944_,4.265
_0215_,4.26
_0110_,4.24
_0244_,4.24
_0486_,4.24
_0679_,4.24
_1624_,4.24
_1787_,4.24
_2076_,4.24
_2676_,4.24
net163,4.24
net306,4.24
net374,4.24
net414,4.24
net604,4.24
net689,4.24
net720,4.24
net877,4.24
net890,4.24
net929,4.24
net1041,4.24
net1043,4.24
net1051,4.24
_1124_,4.22
net82,4.22
net282,4.22
net407,4.22
_1284_,4.2
_2148_,4.2
_2283_,4.2
net203,4.2
net489,4.2
net544,4.2
net692,4.2
net754,4.2
net776,4.2
net953,4.2
net954,4.2
net1053,4.2
net1129,4.2
_0022_,4.165
_0250_,4.165
_0388_,4.165
_0265_,4.145
_0556_,4.145
_1008_,4.145
_1487_,4.14
_2656_,4.14
_2691_,4.14
_2730_,4.14
_2760_,4.14
net140,4.14
net1085,4.14
_0125_,4.125
_0180_,4.125
_0953_,4.125
_1590_,4.125
_1772_,4.12
_2654_,4.12
net114,4.12
net449,4.12
net995,4.12
net1111,4.12
_2270_,4.1
_2693_,4.1
_0956_,4.085
_0055_,4.065
_0665_,4.065
_0886_,4.065
_1457_,4.02
_2850_,4.02
_2905_,4.02
_1264_,4
_1270_,4
_1341_,4
_1417_,4
_1789_,4
_1806_,4
_2099_,4
_2747_,4
_2771_,4
_2881_,4
_3059_,4
_3066_,4
_3072_,4
_3178_,4
_3750_,4
_3788_,4
_3979_,4
_4064_,4
_4086_,4
_4194_,4
_4196_,4
_4218_,4
net315,4
net582,4
net701,4
net847,4
net881,4
_1611_,3.995
_0536_,3.98
_3288_,3.98
_4019_,3.98
_0220_,3.975
_0909_,3.975
_0047_,3.965
_0092_,3.965
_0447_,3.965
_0512_,3.965
_0514_,3.965
_0608_,3.965
_0973_,3.965
_0007_,3.955
_0383_,3.955
A2[3],3.93
A3[2],3.93
ALUResult[18],3.93
_0190_,3.925
_0197_,3.925
_0264_,3.925
_0518_,3.925
_0589_,3.925
_0739_,3.925
_0881_,3.925
_0928_,3.925
_0245_,3.9
_2872_,3.9
_3209_,3.9
_3277_,3.9
_3285_,3.9
_3565_,3.9
_3762_,3.9
_3799_,3.9
_3867_,3.9
net650,3.9
_0294_,3.88
_1240_,3.88
_1350_,3.88
_1971_,3.88
_2090_,3.88
_2423_,3.88
_2430_,3.88
_2608_,3.88
_2627_,3.88
_2870_,3.88
_2964_,3.88
_2976_,3.88
_3210_,3.88
_3247_,3.88
_3586_,3.88
_3651_,3.88
_3806_,3.88
_3960_,3.88
_4101_,3.88
_4150_,3.88
net165,3.88
net266,3.88
net391,3.88
net409,3.88
net480,3.88
net551,3.88
net561,3.88
net843,3.88
net1049,3.88
net1057,3.88
_1002_,3.875
_3895_,3.86
_0877_,3.825
_0049_,3.805
_0905_,3.805
_0970_,3.805
_0036_,3.8
_0758_,3.8
_1007_,3.785
_0280_,3.78
_0440_,3.78
_0445_,3.78
_0482_,3.78
_0548_,3.78
_0768_,3.78
_0793_,3.78
_0959_,3.78
_0966_,3.78
_1096_,3.78
_1223_,3.78
_1304_,3.78
_2309_,3.78
net132,3.78
net133,3.78
net145,3.78
net146,3.78
net148,3.78
net204,3.78
net251,3.78
net254,3.78
net359,3.78
net481,3.78
net518,3.78
net549,3.78
net601,3.78
net659,3.78
net712,3.78
net764,3.78
net895,3.78
net903,3.78
net950,3.78
net994,3.78
net1035,3.78
_1812_,3.74
_2497_,3.74
net89,3.74
net198,3.74
net369,3.74
net392,3.74
net496,3.74
net1064,3.74
net1066,3.74
_0057_,3.705
_0567_,3.705
_0733_,3.705
_0819_,3.705
_1176_,3.68
_1439_,3.68
_1547_,3.68
_2312_,3.68
_2478_,3.68
net136,3.68
net168,3.68
net189,3.68
net201,3.68
net421,3.68
net492,3.68
net865,3.68
net916,3.68
_2659_,3.66
_1925_,3.64
_0033_,3.625
